row_id,num_sold
26298,490.5172585445578
26299,762.0343481582005
26300,204.9426080972345
26301,839.9284723553375
26302,1289.277828965402
26303,370.70544589530766
26304,775.5743337333188
26305,1195.1963800606045
26306,353.19706343805854
26307,1396.046890045108
26308,2156.8757077564155
26309,615.7414811368754
26310,544.5011907808413
26311,798.1468448404971
26312,253.70863779150605
26313,897.7074356431318
26314,1412.2772528572914
26315,405.99769744877455
26316,370.920546957714
26317,581.4618331660056
26318,161.10404419330067
26319,662.9368792125289
26320,1030.5375255592464
26321,299.26600697108626
26322,598.7634162133055
26323,881.2246058440215
26324,255.15992435704732
26325,1006.8549796214465
26326,1607.3364548807053
26327,460.5470050354158
26328,419.46788585149136
26329,620.465119377897
26330,187.80425005359504
26331,729.1263964534297
26332,1079.7204354664948
26333,323.63396658428525
26334,325.87062881575457
26335,483.8532795470604
26336,141.01454691018665
26337,563.9732241652187
26338,818.599120280224
26339,249.72616906502398
26340,482.1984321933118
26341,827.809646798387
26342,224.05678659780892
26343,870.6214835128454
26344,1488.2301161381845
26345,412.60166168620844
26346,381.63680456890893
26347,582.6687735195019
26348,172.9960800975029
26349,618.4016319366517
26350,1056.6111392040252
26351,277.63066228875175
26352,281.76033171293477
26353,466.3432970433746
26354,123.28715690681311
26355,495.85151586457033
26356,761.6969870700503
26357,213.31693645159987
26358,498.9031268195707
26359,730.5725154513533
26360,206.5321000677966
26361,849.9739695477051
26362,1300.662390844149
26363,351.89545841912627
26364,340.7916948960978
26365,551.8974744517494
26366,160.11415823861932
26367,605.3671587756799
26368,965.7238961930547
26369,267.9425602421892
26370,297.342316215141
26371,428.7128261699894
26372,130.21008131282898
26373,490.9221258811202
26374,780.1052839184748
26375,236.96883886162428
26376,459.2513679972011
26377,769.83110338099
26378,213.11542691665795
26379,877.1677911874543
26380,1363.534886918231
26381,374.91448722561455
26382,335.99885520726644
26383,569.6501359059266
26384,157.2687154018806
26385,613.1693554927649
26386,945.4561491699249
26387,282.7691166085602
26388,312.64753143654553
26389,491.21042096293434
26390,138.57548527917638
26391,579.7791539053635
26392,847.7419064860239
26393,250.41750005494507
26394,520.6028646022281
26395,821.7316218310482
26396,241.2827667450537
26397,872.5084013635981
26398,1470.5041848422354
26399,394.8320321629185
26400,363.2666203589751
26401,597.7351065456476
26402,174.5761169616144
26403,642.6436294833832
26404,1052.3946162285145
26405,295.7467234245446
26406,326.9762582422728
26407,540.7794263498954
26408,156.07101865248296
26409,636.4142587407105
26410,885.1883188642659
26411,263.0471894718592
26412,558.5959807250716
26413,900.6971306002539
26414,245.19203788159712
26415,936.9142048882658
26416,1503.0923880968508
26417,420.29043207586034
26418,389.01423642679185
26419,601.8305740275687
26420,172.80436423190315
26421,677.5398524260635
26422,1127.722309083639
26423,302.7489715793379
26424,338.07624253276026
26425,528.5128117506952
26426,141.51063731300678
26427,563.6309002720772
26428,900.5366790760795
26429,256.3924611457698
26430,499.02047083930495
26431,816.3860615130603
26432,223.64978715728438
26433,867.6006541743296
26434,1417.9160645011
26435,403.24730959646877
26436,362.6597830423218
26437,563.3236714193629
26438,162.8552575523585
26439,651.1998264623948
26440,1048.9984509497942
26441,262.7653980989873
26442,323.1000510472888
26443,488.4885705532674
26444,137.95485869474575
26445,539.4390859499322
26446,829.6798492406265
26447,239.75628146437253
26448,461.25954601602103
26449,728.5797005354757
26450,208.9319436246714
26451,769.6414997830232
26452,1206.4505811329057
26453,375.78048315423234
26454,334.2500217006445
26455,552.6301592275559
26456,138.51288798182156
26457,566.9632145000741
26458,924.3834064824543
26459,245.18979436726067
26460,303.6174284595929
26461,478.39816653078697
26462,139.3583777602096
26463,548.1846466504421
26464,880.36346201245
26465,240.81333380275746
26466,480.63226660637724
26467,718.4200523474308
26468,183.05360860164197
26469,729.6724562496356
26470,1236.2089353815827
26471,315.3955682472025
26472,358.81210908275784
26473,531.4594857260049
26474,144.2509653423717
26475,567.3155656678906
26476,884.5708264907463
26477,262.7453850831723
26478,302.0961948995993
26479,451.6333851304863
26480,127.61878496081123
26481,515.3558569854673
26482,777.6772795620129
26483,230.64035794272488
26484,448.31206693603616
26485,673.5646972936064
26486,184.4804775206158
26487,727.3920061496403
26488,1170.7450609111577
26489,329.6800955321065
26490,320.4171185655926
26491,508.6623435264516
26492,132.01152414038006
26493,542.382095909107
26494,861.1561097332692
26495,246.14934744602152
26496,285.66206709593257
26497,485.0847023390158
26498,129.91502087024546
26499,493.10986785889816
26500,823.6818603259754
26501,220.3189179241186
26502,409.356010882833
26503,691.7143186082958
26504,183.6590686104142
26505,745.1390333841199
26506,1198.463639903672
26507,350.89550409510014
26508,313.31087772662516
26509,499.9327398962085
26510,135.90080695108855
26511,529.9524169131331
26512,875.8562811857205
26513,230.04617382157275
26514,285.57273978083555
26515,472.12453966839723
26516,131.16452227420612
26517,527.7380878821034
26518,836.4371165700327
26519,225.39574618912667
26520,424.71419389035526
26521,738.6632019666673
26522,202.96697280210827
26523,766.5394435895251
26524,1226.873012763709
26525,358.68828302849477
26526,291.95344784424765
26527,522.0569686378435
26528,133.76006605262975
26529,527.1038544825514
26530,883.9656823648044
26531,251.71231762494187
26532,307.397918732765
26533,512.844606630669
26534,134.56761832134353
26535,542.0173498994717
26536,790.430129704592
26537,245.1011848204534
26538,471.266895086042
26539,767.4310065436127
26540,227.18247860719572
26541,844.3891060790498
26542,1370.0608010039848
26543,374.44143589722523
26544,323.55183466066165
26545,547.7980350495629
26546,150.1413224713611
26547,581.0612715296963
26548,942.6899922847198
26549,264.9139806257437
26550,294.2209981021623
26551,475.59405830339904
26552,131.55870218783878
26553,516.7158316745268
26554,788.9014545055728
26555,211.8367487551042
26556,441.3156621237523
26557,778.7911138889689
26558,201.25738327460317
26559,828.6320728450575
26560,1315.4116797304416
26561,372.83872291978616
26562,309.26437374630046
26563,507.8141553473342
26564,143.0697277413897
26565,535.8235516396533
26566,881.0310759944769
